Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Utility-Water Main,2075 Creston Ave,Bronx,08/06/2015 08:48:07 PM,08/07/2015 03:14:30 AM,40.853499787986635,-73.90415422222641
Utility-Water Main,Ingraham Street & Varick Avenue,Brooklyn,08/06/2015 03:55:02 PM,08/07/2015 09:21:42 AM,,
Fire-2nd Alarm,88 prospect park west,Brooklyn,03/04/2017 09:26:13 PM,,40.66733561934444,-73.97463035030961
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
Fire-3rd Alarm,102-11 Atlantic Avenue,Queens,10/01/2016 12:28:22 AM,10/01/2016 04:27:25 AM,40.689955291386305,-73.8425443051312
Structural-Other,347 West 19 Street,Manhattan,09/10/2016 10:36:22 AM,,40.74341839146028,-74.00163117864383
Law Enforcement-Device,23 East 81st Street,Manhattan,03/04/2017 11:37:36 AM,03/04/2017 12:01:10 PM,,
Utility-Other,71-17 Roosevelt Avenue,Queens,03/03/2017 10:33:21 AM,03/04/2017 05:15:11 PM,,
Structural-Falling Debris,1753 Park Avenue,Manhattan,03/02/2012 11:08:44 AM,03/02/2012 02:32:22 PM,40.802928219881345,-73.94056767585849
Utility-Water Main,181 Hester St,Manhattan,03/01/2012 11:35:42 PM,03/03/2012 11:47:27 AM,40.717977238435004,-73.99739183188917
Fire-7th Alarm,,Queens,03/04/2017 11:13:52 PM,,,
Fire-6th Alarm,324 East 93rd,Manhattan,10/27/2016 03:40:16 AM,,,
Fire-3rd Alarm,,Brooklyn,11/01/2016 08:44:24 PM,,,
LawEnforcement-Suspicious Vehichle,Trinity Place & Rector Street,Manhattan,10/20/2012 01:50:17 PM,10/20/2012 02:34:58 PM,40.70777151399019,-74.01296309970473
LawEnforcement-Suspicious Package,42 Street & 7th Avenue,Manhattan,10/21/2012 09:55:33 PM,10/21/2012 10:49:39 PM,40.75603526914547,-73.98694809910083
LawEnforcement-Suspicious Package,West 42nd Street & 8th Avenue,Manhattan,04/17/2013 03:45:10 PM,04/17/2013 04:28:21 PM,40.75723226512758,-73.98979219054627
Utility-Sewer Service,333 Beach 32 Street,Queens,08/10/2015 10:29:21 AM,08/10/2015 11:50:40 AM,40.596364997301805,-73.76472708466359
Utility-Other,500 Pearl Street,Manhattan,12/14/2015 08:32:47 AM,12/14/2015 11:52:20 AM,,
Fire-1st Alarm,151 West 100 Street,New York,12/23/2016 01:36:49 PM,,40.71442154062271,-74.00607638041981
Structural-Life Safety Violations,6-55 Hicksville Road,Queens,02/19/2013 03:39:58 PM,02/19/2013 06:05:42 PM,40.60020354484434,-73.74230046287616
LawEnforcement-Suspicious Package,Glenwood Road & Rockaway Parkway,Brooklyn,04/17/2013 09:01:39 PM,04/17/2013 10:00:12 PM,40.64513343303013,-73.90231306675993
Fire-2nd Alarm,162-39 84 St.,Queens,05/29/2013 02:08:52 PM,05/30/2013 07:12:10 PM,40.652385088188595,-73.84687114210568
Utility-Water Service Line,2 Cooper Square,Manhattan,09/24/2013 05:09:33 AM,09/24/2013 07:11:50 AM,40.727166407208905,-73.99153581448857
Fire-3rd Alarm,71 Dahlgren Place,Brooklyn,09/09/2013 01:55:41 AM,10/01/2013 10:15:03 AM,40.61783427640925,-74.02422713756663
HazMat-High CO,260 65th Street,Brooklyn,02/19/2014 04:25:50 PM,02/19/2014 07:56:01 PM,40.639828231500864,-74.02442609252809
HazMat-LPG Tanker,Boston Road  & Conners Street,Bronx,02/19/2014 01:05:07 PM,02/19/2014 08:48:52 PM,,
HazMat-Suspicious Substance,2187  Cruger Avenue,Bronx,02/19/2014 10:25:12 PM,02/20/2014 02:45:11 AM,40.85600413794366,-73.86665672306977
Fire-2nd Alarm,79-04 265th Street,Queens,08/13/2015 07:36:00 AM,08/13/2015 12:59:39 PM,40.747308549996646,-73.70708834689816
Fire-2nd Alarm,119-19 146 St,Queens,12/27/2015 04:47:41 PM,12/27/2015 07:18:23 PM,40.67828698616957,-73.79375268164729
Structural-Stability Problem,420 E 12 St.,Manhattan,09/24/2012 03:52:30 PM,10/22/2012 10:53:57 AM,40.729729049817834,-73.98289418290503
HazMat-Liquid,1877 Ralph Ave,Brooklyn,09/27/2012 10:37:26 PM,10/22/2012 04:40:39 PM,40.631405651025496,-73.91852030352848
Fire-3rd Alarm,140 Fulton Street,Manhattan,03/18/2013 02:31:22 AM,04/18/2013 09:54:32 AM,40.71051944888212,-74.00835025400526
LawEnforcement-Suspicious Package,Woodstock Avenue  & Victory Blvd,Staten Island,04/18/2013 10:25:38 AM,04/18/2013 11:43:04 AM,40.6316481674897,-74.08761909549989
LawEnforcement-Suspicious Package,9  West 58th Street,Manhattan,10/01/2013 12:19:05 PM,10/01/2013 01:25:56 PM,40.76415216921121,-73.97464027130604
LawEnforcement-Suspicious Package,Coney Island Ave & Ave U,Brooklyn,10/01/2013 10:18:01 PM,10/01/2013 10:52:00 PM,40.598312036112546,-73.96118525606828
Structural-Construction Accident,3 World trade Center,Manhattan,10/02/2013 11:11:01 AM,10/02/2013 11:39:16 AM,40.7106948884293,-74.01102669274671
LawEnforcement-Device,401 West 23rd Street,Manhattan,10/02/2013 02:57:27 PM,10/02/2013 03:51:41 PM,40.746679152310925,-74.0017467458084
Structural-Confined Space,1356 Rockaway Parkway,Brooklyn,05/07/2011 11:29:17 AM,05/07/2011 02:17:01 PM,40.646551085727154,-73.90390737054982
Rescue-Injuried Construction Worker,1 World Trade Center,Manhattan,05/07/2011 05:24:01 PM,05/07/2011 06:56:58 PM,40.710905855448914,-74.01445702469378
Fire-10-77 (Residential High Rise),124 West 60 Street,Manhattan,03/03/2012 06:39:36 PM,03/03/2012 08:27:25 PM,40.77023086975658,-73.98523044573437
Utility-Transformer,Crescent Street & Linden Blvd,Brooklyn,03/04/2012 05:20:44 PM,03/04/2012 06:00:06 PM,40.6686689864359,-73.86831453835525
Structural-Scaffold,125 MacDougal Street,Manhattan,10/22/2012 02:53:34 PM,10/22/2012 05:26:15 PM,40.73052629941887,-74.00005412156183
Fire-Commercial,Richmond Valley Road & Arthur Kill Road,Staten Island,10/22/2012 06:30:57 PM,10/22/2012 07:16:37 PM,40.521280096572994,-74.23945791984276
LawEnforcement-Suspicious Package,Water Street & Wall Street,Manhattan,10/23/2012 04:23:59 PM,10/23/2012 04:23:59 PM,40.70518369395744,-74.00739380153583
Structural-Confined Space,46-10 Center Blvd,Queens,10/25/2012 11:54:41 AM,10/25/2012 01:04:44 PM,40.74729946071784,-73.95639951762595
Fire-10-76 (Commercial High Rise Fire),340 West 40th Street,Manhattan,12/09/2014 11:57:16 AM,12/09/2014 12:38:04 PM,40.75646390884813,-73.99196884228174
Structural-Street Collapse,Atlantic Avenue & Miller Avenue,Brooklyn,12/09/2014 02:45:22 PM,12/09/2014 05:35:39 PM,40.67628037801987,-73.89216214755515
Structural-Stability Problem,1050 Decatur St,Brooklyn,12/09/2014 02:09:09 PM,12/10/2014 10:13:50 AM,40.6859575490032,-73.91029395974618
Law Enforcement-Suspicious Package,Parsons Boulevard & Archer Avenue,Queens,12/10/2014 12:28:31 PM,12/10/2014 02:19:08 PM,,
Law Enforcement-Haz Mat,,Brooklyn,09/27/2016 02:52:01 PM,,,
Medical-Trauma,28-00  College Pt Bl,Queens,10/03/2013 11:07:41 AM,10/03/2013 01:05:37 PM,40.77307901778812,-73.84564046599671
Fire-High Angle Rescue,3 Park Avenue,Manhattan,10/04/2013 07:53:08 PM,10/04/2013 07:53:08 PM,40.746784732614245,-73.98154726128544
Utility-Water Main,1568  Schenectady Avenue,Brooklyn,02/21/2014 11:05:04 PM,,40.63433729834644,-73.93146916671218
Fire-Brush,Western Avenue & Gulf Avenue,Staten Island,04/14/2014 07:36:43 PM,04/15/2014 12:03:02 AM,40.630056190451796,-74.18659334857156
Utility-Water Condition,East 21st Street  & First Ave,Manhattan,04/14/2014 05:59:07 PM,04/16/2014 09:08:44 AM,40.73555283761223,-73.97934926219806
Utility-Water Service Line,123  E.86 St.,Manhattan,04/23/2014 12:13:30 PM,04/23/2014 01:31:16 PM,40.779799912466444,-73.9562807458577
Utility-Water Service Line,280 Marsh Avenue,Staten Island,02/02/2015 12:16:49 PM,02/02/2015 07:34:25 PM,40.57714882003576,-74.16406542552538
HazMat-High Carbon Monoxide,30-90 38 Street,Queens,02/06/2015 06:15:44 AM,02/06/2015 08:19:08 PM,40.76223152087707,-73.9174614158758
Structural-Evacuation,28-12 astoria boulevard,Queens,02/06/2015 08:00:50 PM,02/06/2015 09:13:50 PM,40.77072043663049,-73.92055212821161
HazMat-High Carbon Monoxide,34-51 Leavitt St,Queens,02/06/2015 09:36:58 PM,02/08/2015 10:32:58 AM,40.76559823533687,-73.8291239565297
HazMat-Chemical,81-94 Utopia Parkway,Queens,02/09/2015 11:55:39 AM,02/09/2015 01:09:40 PM,,
Law Enforcement-Haz Mat,357 West 35 street,manhattan,02/09/2015 01:22:40 PM,02/09/2015 01:40:14 PM,40.75352443654239,-73.9945354443925
Structural-Collapse,58 Bleeker St,Brooklyn,09/27/2016 02:40:41 PM,,,
Structural-Street Collapse,Dean Street & Brooklyn Avenue,Brooklyn,09/25/2016 03:11:51 AM,,40.676572697521344,-73.9443034910347
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
Structural-Scaffold,Brook Ave & East 156 Street,Bronx,05/07/2011 03:52:02 PM,05/07/2011 07:16:52 PM,40.81978737625722,-73.91215848409003
HazMat-Raw Sewage,785 Jennings St,Bronx,05/09/2011 01:25:03 PM,05/09/2011 01:31:26 PM,40.832002034103596,-73.89642677146684
Transportation-Traffic Condition,7th Street & 7th Avenue,Brooklyn,03/05/2012 11:02:47 AM,03/05/2012 11:53:40 AM,40.66810318051543,-73.98057051940167
HazMat-White Power,1048  5th Avenue,Manhattan,03/05/2012 01:09:24 PM,03/05/2012 03:14:43 PM,40.7813164620159,-73.96030224448518
Fire-10-77 (Residential High Rise),388 Pearl Street,Manhattan,02/23/2012 07:52:11 AM,03/07/2012 06:26:29 PM,40.710687179923866,-74.00073222713864
Utility-Water Service Line,659 East 87th Street,Brooklyn,03/07/2012 10:42:36 AM,03/07/2012 07:19:30 PM,40.64100651923642,-73.91059220627002
Rescue-Confined Space,East 98th Street  & 5th Avenue,Manhattan,10/25/2012 12:16:10 PM,10/25/2012 01:15:33 PM,40.78920555056347,-73.9548156105134
Rescue-Confined Space,224 West 21 Street,Manhattan,10/27/2012 06:34:32 AM,10/27/2012 07:30:37 AM,40.74318781683394,-73.99749910865461
LawEnforcement-Suspicious Package,550 Hamilton Ave,Brooklyn,10/27/2012 08:15:38 PM,10/27/2012 09:42:43 PM,40.66805536460762,-73.99658632564193
Fire-2nd Alarm,60 Nostrand Avenue,Brooklyn,11/14/2015 12:25:00 PM,11/16/2015 10:09:00 AM,40.69828778178627,-73.95315699562542
Fire-3rd Alarm,2075 Grand Concourse,Bronx,01/12/2016 06:18:30 AM,01/12/2016 07:09:10 PM,40.85331758577718,-73.90289654577124
Rescue-High Angle,420 5 Avenue,Manhattan,11/18/2015 02:31:01 PM,11/18/2015 04:48:25 PM,40.75080873414701,-73.98284545962457
Structural-Crane,115 Nassau Street,Manhattan,01/12/2016 09:30:09 PM,01/12/2016 10:36:37 PM,40.71085988916444,-74.00700487088248
Aviation-Passenger Aircraft,,Brooklyn,10/27/2016 07:47:29 PM,,,
Fire-6th Alarm,324 East 93rd,Manhattan,10/27/2016 03:40:16 AM,,,
LawEnforcement-Suspicious Package,125  Cassidy Place,Staten Island,03/07/2012 07:14:58 PM,03/07/2012 07:59:20 PM,40.64188736146231,-74.09648948429758
Other-Possible Explosion,Hunts Point Avenue & East Bay Avenue,Bronx,03/08/2012 10:08:23 AM,03/08/2012 10:54:37 AM,40.80939744308826,-73.88036517051773
Structural-Partial Collapse,185 Columbia Street,Brooklyn,12/23/2011 10:39:58 AM,03/08/2012 12:11:21 PM,40.685830550062654,-74.00230042745622
Utility-Water Main,Britton Avenue & Saunders Street,Staten Island,10/29/2012 09:00:16 AM,10/29/2012 01:24:59 PM,40.6106503163215,-74.08419520186456
Utility-Primary Wires on Fire,1122 51 St,Brooklyn,10/29/2012 04:20:59 PM,10/29/2012 04:59:02 PM,40.636152773037736,-73.9970167147933
Fire-Hospital,2601 Ocean Parkway,Brooklyn,10/29/2012 10:18:52 PM,10/30/2012 03:47:23 AM,40.586552144731826,-73.96616774125378
Utility-Power Outage,,Staten Island,05/21/2013 02:28:16 PM,05/21/2013 03:15:25 PM,,
Rescue-Technical,,Manhattan,07/05/2013 08:33:33 AM,07/05/2013 11:04:31 AM,,
LawEnforcement-Suspicious Package,,Manhattan,09/29/2013 04:19:38 AM,12/17/2013 06:50:00 PM,40.778315906737035,-73.96273917201577
Fire-2nd Alarm,867 New Jersey Avenue,Brooklyn,12/05/2014 01:09:33 PM,12/05/2014 02:51:51 PM,40.65837356029376,-73.88940144020454
HazMat-Other,14-30 Broadway,Queens,12/05/2014 01:28:02 PM,12/05/2014 02:52:44 PM,40.7658261229536,-73.93279953674481
HazMat-Liquid,122-2 Ocean Promenade,Queens,12/05/2014 02:28:45 PM,12/05/2014 04:49:21 PM,40.57584676217243,-73.84106742290199
Administration-Evacuation Drill,NYS Courts- Queens and Staten Island,Citywide,05/10/2011 08:17:30 AM,,,
Fire-4th Alarm,Watson Ave & Shelley Ave,Staten Island,03/08/2012 08:20:42 PM,03/09/2012 12:13:30 AM,40.59138550620901,-74.1860928271172
Fire-1st Alarm,333 West 33rd St.,Manhattan,03/08/2012 12:34:52 PM,03/09/2012 02:26:44 PM,40.75198465563699,-73.99501921239843
Utility-Water Service Line,300 West 110th St.,Manhattan,03/07/2012 06:29:43 PM,03/09/2012 03:38:24 PM,40.80073760253734,-73.95866169088994
Utility-Power Outage,531 1st Avenue - NYU Medical Center,Manhattan,10/29/2012 11:25:32 PM,10/30/2012 05:52:17 AM,40.7417413954463,-73.97501689012694
Structural-Partial Collapse,300 East 42nd Street,Manhattan,10/30/2012 12:16:46 PM,10/31/2012 05:12:13 AM,40.749703204910304,-73.97193891448728
Fire-2nd Alarm,706 Brighton Beach Ave,Brooklyn,10/31/2012 06:12:27 AM,10/31/2012 12:58:55 PM,40.57782457815724,-73.96040879383028
HazMat-Fuel,100 Beach Channel Drive,Queens,10/31/2012 12:55:01 PM,10/31/2012 02:06:04 PM,,
Utility-Power Outage,855 Louisiana Avenue,Brooklyn,10/31/2014 08:56:16 AM,10/31/2014 11:20:54 AM,,
Structural-Construction Accident,7 E 12 Street,Manhattan,05/10/2011 10:58:06 AM,05/10/2011 11:34:42 AM,40.73445388894952,-73.99404266896423
Structural-Bricks,1994 Bergen Street,Brooklyn,05/10/2011 08:55:20 AM,05/11/2011 10:02:42 AM,40.674169428973755,-73.91480892646919
HazMat-Solid,319 East 19 Street,Manhattan,03/09/2012 02:52:47 PM,03/09/2012 04:16:05 PM,40.735160786889146,-73.98202678323518
Utility-Water Main,E 36th Street & 2 Avenue,Manhattan,03/09/2012 12:28:23 AM,03/10/2012 10:42:45 AM,40.746078083114014,-73.97493586703608
Utility-Water Main,263 11 Ave.,Manhattan,10/31/2012 03:05:59 PM,10/31/2012 05:01:19 PM,40.751550981200694,-74.00508181397696
Utility-Water Service Line,17 Battery Place,Manhattan,10/30/2012 12:34:23 PM,10/31/2012 08:24:29 PM,40.70488365015884,-74.01592725890914
Fire-2nd Alarm,9-10 Dinsmore Ave.,Queens,10/31/2012 09:20:47 PM,10/31/2012 10:45:19 PM,40.6049253219593,-73.74631932998363
Utility-Gas Service Line,2865 Brighton 3rd Street,Brooklyn,10/30/2012 07:34:25 AM,11/01/2012 04:48:33 AM,40.581487863577365,-73.96575630060265
Utility-Power Outage,590 6 Avenue,Manhattan,11/01/2012 05:40:38 AM,11/01/2012 08:38:06 AM,40.73913924943,-73.99553258967352
Utility-Power Outage,462 1 Avenue - Bellevue Hospital,Manhattan,10/29/2012 11:36:01 PM,11/01/2012 12:42:44 PM,40.73917269348327,-73.97686183383487
Administration-Planned Event,,Brooklyn,10/13/2016 03:05:21 PM,,,
Utility-Water Main,25-41 30 Rd,Queens,11/29/2016 04:53:12 PM,11/30/2016 02:31:48 AM,40.71400364095638,-73.82998933154158
HazMat-Fuel,3104 Newkirk Ave,Brooklyn,05/10/2011 01:22:58 PM,05/12/2011 12:04:00 PM,40.6400493000197,-73.94727419780794
Fire-4th Alarm,1719 West 6th Street,Brooklyn,03/07/2012 04:41:58 AM,03/10/2012 02:04:59 PM,40.605524544496134,-73.97919500930566
Other-Car into a Building,144-12  Guy R Brewer Boulevard,Queens,03/10/2012 12:11:54 PM,03/10/2012 02:06:15 PM,40.668710817235734,-73.77213203689182
Structural-Construction Accident,405 E 42 St,Manhattan,11/01/2012 12:02:19 PM,11/01/2012 12:43:18 PM,40.74864859674372,-73.96948157125435
Structural-Collapse,687 Yetman Avenue,Staten Island,10/30/2012 01:01:23 AM,11/01/2012 04:26:13 PM,40.499285245491734,-74.23971714708088
Medical-Nursing Home,2865 Brighton 3 St.,Brooklyn,10/31/2012 05:24:46 PM,11/02/2012 01:48:57 AM,40.581487863577365,-73.96575630060265
Utility-No Utilities,15 Tides Lane,Staten Island,11/01/2012 05:20:23 PM,11/02/2012 04:24:50 AM,40.52900354966452,-74.23969063226454
HazMat-Building Evacauated Due to Odor of Gas,245 Grand Street,Manhattan,03/10/2012 12:23:35 PM,03/10/2012 02:07:20 PM,40.718292775334724,-73.99432188652254
Structural-Collapse,Beach 140 Street & Rockaway Beach Blvd,Queens,10/30/2012 10:12:05 AM,11/02/2012 04:27:08 AM,40.57236776464472,-73.85675541121552
Structural-Collapse,92 8th Avenue,Manhattan,10/29/2012 06:44:03 PM,11/02/2012 04:51:53 AM,40.740141148930626,-74.002226521502
Structural-Crane,157 West 57th Street,Manhattan,10/29/2012 02:42:56 PM,,40.764987402402305,-73.97875171040867
LawEnforcement-Suspicious Package,West 116 Street & Broadway,Manhattan,04/18/2013 07:20:04 PM,04/18/2013 07:59:47 PM,40.808001904653985,-73.9638986327926
LawEnforcement-Suspicious Package,158 E 90 Street,Manhattan,04/18/2013 10:17:41 PM,04/18/2013 10:56:55 PM,40.78179134500812,-73.95311269431674
Administration-OEM Involved MVA,Searing Avenue & Roslyn Road,Nassau,04/18/2013 09:33:22 PM,04/18/2013 11:10:39 PM,40.767784153517674,-73.67972578148743
LawEnforcement-Suspicious Package,231 Flatbush Avenue,Brooklyn,04/19/2013 01:59:01 PM,04/19/2013 03:41:00 PM,40.681288096696434,-73.97542892566162
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
Utility-Gas Electric Condition,243 Grand St.,Manhattan,03/10/2012 02:11:31 PM,03/10/2012 07:57:27 PM,40.71832022716953,-73.99440846282408
Utility-Water Main,10 Leroy St.,Staten Island,03/10/2012 01:42:39 PM,03/11/2012 08:54:14 AM,40.594277197356455,-74.186914655491
Fire-Manhole,8 Peter Copper Road,Manhattan,11/02/2012 09:08:45 PM,11/03/2012 01:07:52 AM,,
Utility-Water Condition,1526 New Haven Avenue,Queens,11/03/2012 07:18:00 AM,11/03/2012 09:36:39 AM,40.59916232566826,-73.74932287055532
LawEnforcement-Suspicious Package,E. 96th Street & 3rd Avenue,Manhattan,04/19/2013 04:31:54 PM,04/19/2013 05:30:59 PM,40.78519321600014,-73.94933312250613
Utility-Water Main,2383 Ryer Ave,Bronx,04/20/2013 08:20:15 AM,04/21/2013 06:08:58 AM,40.85947524077189,-73.89802524292809
LawEnforcement-Suspicious Package,,Queens,04/21/2013 04:27:11 PM,04/21/2013 05:22:38 PM,40.64824351991367,-73.78824185509579
HazMat-Suspicious White Powder,1 Brookdale Plaza,Brooklyn,04/22/2013 09:35:27 AM,04/22/2013 11:02:24 AM,40.65416304048495,-73.91158368761988
Law Enforcement-Suspicious Package,200 Liberty St,Manhattan,08/01/2014 08:42:02 PM,08/12/2014 10:06:20 AM,40.71142448764425,-74.01544186734169
HazMat-High Carbon Monoxide,East 83 Street & Chase Ct,Brooklyn,08/13/2014 09:14:01 AM,08/13/2014 11:04:42 AM,40.64315842829281,-73.91795103118068
Weather-Flooding,,Bronx,07/03/2014 08:55:06 PM,08/14/2014 11:54:29 AM,40.84529104910882,-73.91411262771359
Fire-2nd Alarm,5120 19th Ave,Brooklyn,04/02/2015 10:47:03 AM,04/02/2015 01:05:22 PM,40.62545740210205,-73.9801542455486
Structural-Confined Space,101 Castleton Avenue,Staten Island,10/09/2015 04:46:37 PM,10/14/2015 04:44:48 AM,40.634500566740776,-74.08687703739622
Utility-Gas High Pressure,26 Nippon Avenue,Staten Island,11/02/2015 08:13:26 AM,11/03/2015 01:05:58 PM,40.54379256985094,-74.19475747461347
Structural-Demolition,101 Castleton Avenue,Staten Island,11/02/2015 05:06:58 PM,11/03/2015 08:30:32 PM,40.634500566740776,-74.08687703739622
Law Enforcement-Suspicious Package,Trinity Place & Edgar Street,Manhattan,11/04/2015 10:25:21 AM,11/04/2015 10:28:57 AM,40.70694253146617,-74.01351838995673
HazMat-Other,90-07 56 Avenue,Queens,11/18/2015 04:14:08 PM,11/18/2015 06:15:40 PM,40.73592028883094,-73.87228798780026
Fire-2nd Alarm,1650 West 2 Street,Brooklyn,11/18/2015 07:05:46 PM,11/18/2015 08:49:36 PM,40.60740679334359,-73.97572262474786
Fire-Haz Mat,635 e 12 street,manhattan,11/19/2015 10:20:37 PM,,40.727477425921435,-73.97751893155775
Law Enforcement-Suspicious Package,,Brooklyn,11/20/2015 05:58:14 PM,11/20/2015 07:19:41 PM,,
Utility-Water Main,43rd Street  & Lexington Avenue,Manhattan,11/21/2015 11:48:54 PM,11/22/2015 11:12:34 PM,40.752116662721754,-73.97555799934946
Structural-Stability Problem,120 West 25th Street,manhattan,07/10/2014 12:39:58 PM,07/10/2014 02:11:15 PM,40.74452979584302,-73.99270648885614
Structural-Life Safety Violations,979 Lafayette Ave,Brooklyn,09/15/2014 06:34:45 PM,09/15/2014 10:54:24 PM,40.69202508653415,-73.9327549202195
Medical-Injured City Worker,Montague Street & Clinton Street,Brooklyn,12/13/2014 07:40:58 PM,12/13/2014 11:08:18 PM,40.69427598029417,-73.99242349482047
Fire-2nd Alarm,132-12 111 Avenue,Queens,12/14/2014 01:58:20 PM,12/14/2014 03:58:05 PM,40.68359389472369,-73.81043728639811
Utility-Water Service Line,800 Zerega Ave,Bronx,02/12/2015 09:59:01 AM,02/13/2015 03:30:25 PM,40.82419596279576,-73.84291316701908
Utility-Water Main,Maiden lane & Water Street,Manhattan,02/13/2015 08:26:10 AM,02/13/2015 03:48:40 PM,40.706141696768725,-74.00601972297659
Utility-Other,,Brooklyn,02/13/2015 08:14:42 PM,02/14/2015 01:58:13 AM,,
Utility-Water Main,120 Romer Road,Staten Island,02/13/2015 04:35:56 PM,02/14/2015 10:16:33 AM,40.59048333417215,-74.105315743215
Fire-2nd Alarm,1718 Avenue U,Brooklyn,02/15/2015 03:40:20 PM,02/15/2015 06:37:38 PM,40.599058811181436,-73.95424209353533
LawEnforcement-Suspicious Package,119-07 Jamaica Avenue,Queens,05/12/2011 08:42:55 PM,05/12/2011 09:57:22 PM,40.70005574500121,-73.8307237149405
Utility-Water Main,W 26 St & Broadway,Manhattan,05/13/2011 08:40:19 AM,05/13/2011 02:51:59 PM,40.743796654305015,-73.98901113454961
Structural-Stability Problem,3750 Broadway,Manhattan,03/09/2012 08:53:54 AM,03/12/2012 12:40:30 PM,40.83327624716542,-73.94544071281295
Fire-1st Alarm,732 East 225th Street,Bronx,03/12/2012 11:50:48 PM,03/13/2012 02:19:47 AM,40.88744972015482,-73.8593748647694
Fire-1st Alarm,86-01 23rd Avenue,Queens,03/14/2012 10:54:30 AM,03/14/2012 12:30:26 PM,40.767175775709674,-73.88361428613474
Structural-Bricks,509 Willis Ave,Bronx,03/14/2012 03:19:14 PM,03/14/2012 05:20:09 PM,40.815117757102875,-73.9184760203348
